gene,start,end,strand,product
yfjD,2831224,2832465,,magnesium/cobalt efflux protein
B0X74_16075,2832586,2833191,,uncharacterized protein
grpE,2833226,2833816,c,nucleotide exchange factor GrpE
nadK,2833939,2834817,,NAD(+) kinase PpnK
recN,2834903,2836564,,DNA repair protein RecN
bamE,2836713,2837051,,outer membrane protein assembly factor BamE
ratB,2837217,2837507,c,RnfH family protein
ratA,2837497,2837973,c,ribosome association toxin RatA
smpB,2838122,2838604,,tmRNA-binding protein SmpB
bapA,2839218,2850692,,T1SS secreted agglutinin RTX BapA
bapB,2850757,2852166,,TolC family type I secretion protein BapB
bapC,2852163,2854343,,type I secretion system permease/ATPase BapC
bapD,2854351,2855514,,"HlyD family, type I secretion periplasmic adaptor subunit BapD"
B0X74_16150,2857362,2858000,,uncharacterized protein
B0X74_16155,2858444,2859583,,SEC-C domain protein
B0X74_16160,2859918,2860730,c,uncharacterized protein
B0X74_16165,2861196,2861411,,"transcriptional regulator, AlpA family protein"
B0X74_16170,2861447,2863516,,"DUF927 domain, putative helicase"
B0X74_16175,2863937,2865220,,COG3950 family ATPase
B0X74_16180,2865217,2866083,,DUF4435 domain protein
B0X74_16185,2866237,2866551,c,HTH-XRE family transcriptional regulator
sfsB,2866688,2866972,,Ner-like regulatory protein SfsB
srlA,2867085,2867606,,PTS sorbitol transporter subunit IIC
srlB,2867603,2867977,,PTS sorbitol transporter
srlE,2867974,2868954,,PTS sorbitol transporter subunit IIB
B0X74_16210,2868965,2869978,,dehydrogenase
B0X74_16215,2870273,2871475,,DUF3883 domain protein
hxlA,2871549,2872184,c,3-hexulose-6-phosphate synthase
hxlB,2872208,2872771,c,6-phospho 3-hexuloisomerase
pgi2,2872771,2873613,c,putative glucose-6-phosphate isomerase
ptsG,2873743,2875284,c,bifunctional PTS system maltose and glucose-specific transporter subunits IICB
sgrR2,2875507,2877186,,SgrR family transcriptional regulator
B0X74_16245,2877186,2877368,,uncharacterized protein
B0X74_16250,2878237,2878953,c,IS26 (IS6 family) transposase
B0X74_16255,2879011,2879343,,Tn3 resolvase
bla,2879526,2880386,,class A broad-spectrum beta-lactamase TEM-1
B0X74_16265,2880536,2880937,,IS91 family transposase
B0X74_16275,2880972,2881688,,IS26 (IS6 family) transposase
strB,2881749,2882585,c,aminoglycoside O-phosphotransferase APH(6)-Id
strA,2882585,2883388,c,aminoglycoside O-phosphotransferase APH(3'')-Ib
sul2,2883449,2884264,c,sulfonamide-resistant dihydropteroate synthase Sul2
repC,2884572,2885423,c,replication protein RepC
repA,2885410,2886117,c,replicative helicase RepA
B0X74_16315,2886179,2886895,c,IS26 (IS6 family) transposase
B0X74_16320,2886930,2888234,c,TniA putative transposase
B0X74_16330,2888273,2888980,c,Tn21 protein of unknown function Urf2
merE,2888977,2889213,c,mercury resistance protein MerE
merD,2889210,2889572,c,mercuric resistance transcriptional repressor protein MerD
merA,2889590,2891284,c,mercury(II) reductase MerA
merC,2891336,2891758,c,mercury transport protein MerC
merP,2891794,2892069,c,mercuric transport protein periplasmic component MerP
merT,2892083,2892433,c,"mercuric transport protein, MerT"
merR,2892505,2892939,,mercuric resistance operon regulatory protein MerR
insB,2893046,2893549,c,insertion element IS1 protein InsB
insA,2893468,2893743,c,insertion element IS1 protein InsA
tetB,2894223,2895428,c,tetracycline efflux MFS transporter Tet(B)
B0X74_16395,2895507,2896133,,TetR family transcriptional regulator
ybdA,2896111,2896797,c,"transcriptional regulator, ArsR family"
ybeA,2896805,2897302,c,uncharacterized protein YbeA
ybeB,2897184,2897504,c,putative monooxygenase YbeB
gltS,2897948,2899153,,sodium/glutamate symporter GltS (JemA)
B0X74_16425,2899519,2900727,c,IS10 transposase (IS4 family)
B0X74_16430,2900860,2901468,,uncharacterized protein
B0X74_16435,2901718,2902017,c,hypothetical protein
B0X74_16440,2902081,2902368,c,uncharacterized protein
B0X74_16445,2902365,2903144,c,PLD (phospholipase D) domain family protein
B0X74_16450,2903200,2904132,c,plasmid related protein
yncB,2904129,2904644,c,putative endonuclease
B0X74_16470,2905621,2906337,c,IS6 family transposase
iroB,2906730,2907845,,glycosyl transferase (IroB)
iroC,2907926,2911579,,multidrug ABC transporter ATP-binding protein (IroC)
iroD,2911689,2912933,,enterochelin esterase (IroD)
iroE,2912965,2913900,,hydrolase (IroE)
iroN,2913942,2916122,c,TonB-dependent siderophore receptor (IroN)
B0X74_16500,2916648,2916959,c,uncharacterized protein
pipB2,2917155,2918207,c,secreted effector protein pipB2
virK,2918726,2919655,,VirG localization protein VirK
B0X74_16520,2919754,2919951,,uncharacterized protein
mig-14,2919948,2920844,,antimicrobial resistance protein Mig-14
nxiA,2921566,2922579,c,nickel transporter NxiA
tctE,2922712,2924127,c,signal transduction histidine kinase
tctD,2924114,2924788,c,DNA-binding response regulator TctD
tctC,2924943,2925920,,tricarboxylic transporter TctC
tctB,2925932,2926366,,tricarboxylic transport protein TctB
tctA,2926377,2927891,,tripartite tricarboxylate transporter TctA
csiD,2928185,2929171,,carbon starvation induced protein
lhgO,2929197,2930465,,hydroxyglutarate oxidase
gabD,2930487,2931935,,NAD-dependent succinate-semialdehyde dehydrogenase
gabT,2931950,2933233,,aspartate aminotransferase family protein
gabP,2933363,2934763,,GABA permease
csiR,2934805,2935482,,transcriptional regulator
ygaU,2935504,2935953,c,nucleoid-associated protein YgaU
yqaE,2936053,2936211,c,UPF0057 family membrane protein YqaE
ygaV,2936394,2936693,,ArsR family transcriptional regulator YgaV
ygaP,2936703,2937230,,putative rhodanese-related sulfurtransferase YgaP
B0X74_16610,2937309,2937488,,uncharacterized protein
stpA,2937578,2937979,c,DNA-binding protein StpA
B0X74_16620,2938473,2938652,,uncharacterized protein
alaE,2938678,2939127,,L-alanine exporter AlaE
ygaC,2939162,2939512,c,DUF2002 domain protein
ygaM,2939674,2940000,,ribosome-binding protein YgaM
B0X74_16640,2940084,2941418,c,DNA-binding transcriptional regulator
yciW,2941507,2941938,,alkylhydroperoxidase AhpD family protein
B0X74_16650,2941935,2942111,,uncharacterized protein
nrdH,2942210,2942455,,glutaredoxin-like protein NrdH
nrdI,2942452,2942862,,class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI
nrdE,2942835,2944979,,ribonucleoside-diphosphate reductase subunit alpha
nrdF,2944990,2945949,,ribonucleoside-diphosphate reductase 2 subunit beta
proV,2946304,2947506,,glycine betaine/L-proline ABC transporter ATP-binding protein ProV
proW,2947499,2948563,,glycine/betaine ABC transporter permease ProW
proX,2948633,2949628,,glycine betaine ABC transporter substrate-binding protein ProX
ygaY,2949793,2950977,,"putative arabinose efflux permease, MFS family"
emrR,2951474,2952004,,multidrug resistance regulator EmrR (MprA)
emrA,2952131,2953303,,multidrug efflux system protein EmrA
emrB,2953320,2954858,,multidrug effux MFS transporter subunit EmrB
B0X74_16715,2954907,2956277,c,RafY domain family glycoporin
luxS,2956623,2957138,c,S-ribosylhomocysteine lyase
gshA,2957288,2958844,c,glutamate--cysteine ligase
yqaA,2958921,2959346,c,COG1238 family inner membrane protein YqaA
B0X74_16735,2959343,2959909,c,fructose-1-phosphate/6-phosphogluconate phosphatase
B0X74_16740,2959992,2960153,c,phosphatase
B0X74_16775,2961304,2961489,c,carbon storage regulator
alaS,2961724,2964354,c,alanine--tRNA ligase
B0X74_16785,2964387,2964593,c,uncharacterized protein
recX,2964590,2965090,c,regulatory protein RecX
recA,2965207,2966268,c,DNA recombination/repair protein RecA
pncC,2966353,2966850,c,nicotinamide-nucleotide amidase
B0X74_16805,2967045,2967290,,uncharacterized protein
mltB,2967328,2968407,c,murein transglycosylase B
srlA,2968661,2969224,,PTS glucitol/sorbitol transporter subunit IIC (SrlA)
srlE,2969221,2970192,,PTS glucitol/sorbitol transporter subunit IIB (SrlE)
slrB,2970204,2970566,,PTS glucitol/sorbitol transporter subunit IIA
srlD,2970578,2971357,,sorbitol 6-phosphate dehydrogenase
gutM,2971433,2971792,,glucitol operon activator protein GutM
srlR,2971990,2972763,,transcriptional regulator SrIR
gutQ,2972756,2973721,,arabinose 5-phosphate isomerase GutQ
norR,2973718,2975238,c,NorR family transcriptional regulator
norV,2975424,2976863,,anaerobic nitric oxide reductase flavorubredoxin
norW,2976860,2977993,,nitric oxide reductase FlRd-NAD+ reductase
hypF,2978090,2980330,c,carbamoyltransferase HypF
hydN,2980476,2981021,c,formate dehydrogenase
B0X74_16875,2981222,2982001,c,uncharacterized protein
hycI,2982058,2982528,c,hydrogenase 3 maturation endopeptidase HyCI
hycH,2982521,2982931,c,formate hydrogenlyase maturation protein HycH
hycG,2982928,2983695,c,formate hydrogenlyase
hycF,2983695,2984237,c,formate hydrogenlyase subunit 6
hycE,2984247,2985956,c,hydrogenase 3 large subunit HycE
hycD,2985974,2986897,c,hydrogenase 3 membrane subunit HycD
hycC,2986900,2988726,c,formate hydrogenlyase subunit 3
hycB,2988726,2989334,c,formate hydrogenlyase
hycA,2989480,2989941,c,transcriptional regulator
hypA,2990151,2990507,,hydrogenase nickel incorporation protein HypA
hypB,2990576,2991448,,hydrogenase accessory protein HypB
hypC,2991439,2991711,,hydrogenase assembly protein HypC
hypD,2991711,2992832,,hydrogenase formation protein HypD
hypE,2992829,2993839,,hydrogenase expression/formation protein HypE
B0X74_16955,2994058,2996136,,formate hydrogenlyase transcriptional activator
B0X74_16960,2996198,2996542,c,uncharacterized protein YgbA
B0X74_16965,2996724,2997641,,metal ABC transporter substrate-binding protein
B0X74_16970,2997638,2998459,,manganese/iron transporter ATP-binding protein
B0X74_16975,2998456,2999316,,iron transport protein SitC
B0X74_16980,2999307,3000155,,iron ABC transporter permease SitD
yopJ,3000254,3001120,c,effector protein YopJ
B0X74_16990,3001323,3002078,c,transcriptional regulator
B0X74_16995,3002463,3003350,c,transcriptional regulator
B0X74_17000,3003695,3004147,c,type III secretion system effector protein OrgC
B0X74_17005,3004144,3004824,c,oxygen-regulated invasion protein OrgB
B0X74_17010,3004781,3005359,c,invasion protein OrgA
B0X74_17015,3005352,3006110,c,type III secretion inner membrane ring protein PrgK
B0X74_17020,3006107,3006412,c,type III secretion system needle complex protein PrgJ
B0X74_17025,3006431,3006673,c,type III secretion system needle major subunit PrgI
B0X74_17030,3006698,3007876,c,type III secretion system needle complex protein PrgH
B0X74_17035,3008192,3009121,,transcriptional regulator hilD
B0X74_17040,3010212,3011873,,transcriptional regulator HilA
B0X74_17045,3011891,3012373,,invasion protein IagB
B0X74_17050,3012427,3014058,c,secreted effector protein SptP
B0X74_17055,3014045,3014437,c,chaperone protein SicP
B0X74_17060,3014464,3014724,c,uncharacterized protein
iacP,3014768,3015016,c,acyl carrier protein IacP
B0X74_17070,3015035,3017092,c,pathogenicity island 1 effector protein SipA
B0X74_17075,3017111,3018142,c,cell invasion protein SipD
B0X74_17080,3018213,3019442,c,cell invasion protein SipC
B0X74_17085,3019470,3021251,c,cell invasion protein SipB
B0X74_17090,3021254,3021751,c,CesD/SycD/LcrH family type III secretion system chaperone
B0X74_17095,3021889,3022959,c,surface presentation of antigens protein SpaS
B0X74_17100,3022946,3023737,c,surface presentation of antigens protein SpaR
B0X74_17105,3023741,3024001,c,Surface presentation of antigens protein SpaQ
B0X74_17110,3024027,3024701,c,surface presentation of antigens protein SpaP
spaO,3024691,3025602,c,surface presentation of antigens protein SpaO
spaN,3025602,3026612,c,surface presentation of antigens protein InvJ (SpaN)
spaM,3026612,3027055,c,surface presentation of antigens protein SpaM (InvI)
spaL,3027033,3028328,c,putative ATP synthase SpaL (InvC)
spaK,3028325,3028732,c,surface presentation of antigens protein SpaK (InvB)
invA,3028756,3030813,c,invasion protein InvA
invE,3030838,3031956,c,invasion protein InvE
B0X74_17150,3031953,3033641,c,protein InvG
invF,3033638,3034288,c,invasion protein InvF
B0X74_17160,3034745,3035188,,invasion lipoprotein invH
B0X74_17165,3035619,3036068,,uncharacterized protein
B0X74_17170,3036068,3036400,,DUF1493 domain-containing protein
B0X74_17175,3036673,3036999,c,uncharacterized protein
B0X74_17185,3037688,3037978,,DUF1778 domain-containing protein
B0X74_17190,3037975,3038502,,uncharacterized protein
pphB,3039127,3039783,,Serine/threonine-protein phosphatase 2
B0X74_17205,3039955,3040476,c,uncharacterized protein
B0X74_17210,3040635,3043202,,DNA mismatch repair protein MutS
B0X74_17215,3043258,3043638,c,COG4460 family protein
B0X74_17220,3043635,3044843,c,drug efflux family permease
B0X74_17225,3044931,3045863,,LysR family transcriptional regulator
B0X74_17230,3045905,3047401,c,permease
denD,3047398,3048348,c,d-erythronate dehydrogenase DenD
otnI,3048388,3049164,c,2-oxo-tetronate isomerase OtnI
otnC,3049169,3049807,c,3-oxo-tetronate 4-phosphate decarboxylase OtnC
otnK,3049804,3051066,c,3-oxo-tetronate kinase (DUF1537) OtnK
ltnD,3051060,3051983,c,L-threonate dehydrogenase LtnD
ygbI,3052180,3052944,,DeoR family transcriptional regulator YgbI
hosA,3052963,3053367,c,MarR family transcriptional regulator HosA
ubiX,3053538,3054131,,flavin prenyltransferase UbiX
ubiD,3054131,3055558,,3-octaprenyl-4-hydroxybenzoate decarboxylase
B0X74_17280,3055569,3055805,,uncharacterized protein
rpoS,3055850,3056848,c,RNA polymerase sigma factor RpoS
nlpD,3056911,3058044,c,murein hydrolase activator NlpD
pcm,3058220,3058846,c,protein-L-isoaspartate O-methyltransferase
surE,3058840,3059601,c,5'/3'-nucleotidase SurE
truD,3059582,3060631,c,tRNA pseudouridine(13) synthase TruD
ispF,3060628,3061107,c,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
ispD,3061107,3061817,c,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
ftsB,3061836,3062147,c,cell division protein FtsB
ygbE,3062338,3062661,c,DUF3561 domain protein YgbE
cysC,3062712,3063317,c,adenylyl-sulfate kinase
cysN,3063304,3064743,c,sulfate adenylyltransferase subunit 1
cysD,3064753,3065661,c,sulfate adenylyltransferase subunit 2
iap,3065912,3066958,,alkaline phosphatase isozyme conversion aminopeptidase
cas2,3069033,3069326,c,type I-E CRISPR-associated endoribonuclease Cas2
cas1,3069326,3070246,c,subtype I-E CRISPR-associated endonuclease Cas1
cse3,3070243,3070893,c,type I-E CRISPR-associated protein Cas6/Cse3/CasE
cas5,3070875,3071621,c,type I-E CRISPR-associated protein Cas5/CasD
cas7,3071632,3072690,c,type I-E CRISPR-associated protein Cas7/Cse4/CasC
cse2gr11,3072704,3073264,c,type I-E CRISPR-associated protein Cse2/CasB
cas8e,3073261,3074748,c,type I-E CRISPR-associated protein Cse1/CasA
cas3,3074828,3075295,c,CRISPR-associated protein Cas3 (c-terminal region)
cas3,3075296,3077491,c,CRISPR-associated protein Cas3 (N-terminal region)
B0X74_17395,3077596,3077820,,uncharacterized protein
sopD,3077936,3078889,,secreted effector protein SopD
cysH,3078977,3079711,c,phosphoadenosine phosphosulfate reductase
cysI,3079787,3081499,c,sulfite reductase subunit beta
cysJ,3081499,3083298,c,sulfite reductase subunit alpha
queD,3083722,3084084,,6-carboxytetrahydropterin synthase QueD
B0X74_17435,3084172,3084969,c,MBL fold metallo-hydrolase
queE,3086674,3087345,c,7-carboxy-7-deazaguanine synthase QueE
eno,3087481,3088779,c,enolase
pyrG,3088862,3090499,c,CTP synthetase (PyrG)
mazG,3090727,3091527,c,nucleoside triphosphate pyrophosphohydrolase
parE,3092295,3092591,c,plasmid stabilization protein ParE
parD,3092557,3092913,c,ParD (anti-toxin) protein
relA,3092997,3095231,c,(p)ppGpp synthetase I/GTP pyrophosphokinase
rlmD,3095283,3096578,c,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
barA,3096636,3099392,,two-component sensor histidine kinase BarA
garK,3099436,3100578,c,glycerate kinase
gudD,3100656,3101996,c,glucarate dehydratase
gudX,3102017,3103324,c,glucarate dehydratase-related protein
gudT,3103354,3104712,c,putative glucarate permease GudP
B0X74_17510,3104795,3105043,,uncharacterized protein
yqcA,3105193,3105642,c,flavodoxin
truC,3105661,3106443,c,tRNA pseudouridine(65) synthase TruC
yqcC,3106443,3106772,c,DUF446 domain protein
syd,3107384,3107929,c,SecY interacting protein Syd
queF,3107998,3108846,,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF
ygdH,3108959,3110323,,LOG family protein
sdaC,3110888,3112177,,HAAAP family serine/threonine permease
sdaB,3112236,3113603,,L-serine ammonia-lyase
xni,3113774,3114529,,flap endonuclease Xni
fucO,3114621,3115769,c,lactaldehyde reductase
fucA,3115786,3116433,c,L-fuculose phosphate aldolase
fucP,3116988,3118304,,fucose permease
fucI,3118336,3120111,,L-fucose isomerase
fucK,3120212,3121630,,L-fuculokinase
fucU,3121632,3122054,,L-fucose mutarotase
fucR,3122112,3122822,,L-fucose operon activator
rlmM,3122881,3123981,c,23S rRNA (cytidine(2498)-2'-O)-methyltransferase RlmM
ygdD,3123974,3124369,c,DUF423 family membrane protein YgdD
gcvA,3124388,3125305,c,glycine cleavage system transcriptional activator GcvA
ygdI,3125652,3125879,c,DUF903 domain lipoprotein YgdI
csdA,3126072,3127277,,cysteine sulfinate desulfinase CsdA
csdE,3127277,3127720,,"cysteine desulfurase, sulfur acceptor subunit CsdE"
rarD,3127993,3128907,,putative inner membrane protein RarD
tcdA,3128959,3129765,c,tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA
mltA,3129875,3130972,c,murein transglycosylase A
amiC,3131366,3132619,c,N-acetylmuramoyl-L-alanine amidase
argA,3132852,3134183,,N-acetylglutamate synthase
recD,3134286,3136121,c,exodeoxyribonuclease V subunit alpha
recB,3136118,3139663,c,exodeoxyribonuclease V subunit beta
ptr,3139656,3142544,c,protease 3
recC,3142722,3146093,c,exonuclease V subunit gamma
ppdC,3146109,3146429,c,prepilin peptidase dependent protein C
ygdB,3146414,3146821,c,DUF2509 domain protein
ppdB,3146818,3147381,c,prepilin peptidase dependent protein B
ppdA,3147372,3147842,c,prepilin peptidase dependent protein A
thyA,3148027,3148821,c,thymidylate synthase
